
#Surface 0 of 1 surfaces

# Contour 0, label:        0
 1.35541  4.2538  0 
 1.33202  4.26622  0 
 1.2231  4.34322  0 
 1.17246  4.39853  0 
 1.0995  4.53084  0 
 1.09079  4.58047  0 
 1.07934  4.66315  0 
 1.09079  4.73835  0 
 1.10102  4.79546  0 
 1.16679  4.92777  0 
 1.2231  5.00083  0 
 1.28235  5.06008  0 
 1.35541  5.1164  0 
 1.48772  5.18217  0 
 1.5448  5.19239  0 
 1.62003  5.20384  0 
 1.70275  5.19239  0 
 1.75234  5.18369  0 
 1.88465  5.11073  0 
 1.93997  5.06008  0 
 2.01696  4.95118  0 
 2.02939  4.92777  0 
 2.05945  4.79546  0 
 2.04876  4.66315  0 
 2.01696  4.5764  0 
 1.99689  4.53084  0 
 1.89849  4.39853  0 
 1.88465  4.38469  0 
 1.75234  4.28629  0 
 1.70677  4.26622  0 
 1.62003  4.23443  0 
 1.48772  4.22374  0 
 1.35541  4.2538  0 

 4.66315  1.07934  0 
 4.58047  1.09079  0 
 4.53084  1.0995  0 
 4.39853  1.17246  0 
 4.34322  1.2231  0 
 4.26622  1.33202  0 
 4.2538  1.35541  0 
 4.22374  1.48772  0 
 4.23443  1.62003  0 
 4.26622  1.70677  0 
 4.28629  1.75234  0 
 4.38469  1.88465  0 
 4.39853  1.89849  0 
 4.53084  1.99689  0 
 4.5764  2.01696  0 
 4.66315  2.04876  0 
 4.79546  2.05945  0 
 4.92777  2.02939  0 
 4.95118  2.01696  0 
 5.06008  1.93997  0 
 5.11073  1.88465  0 
 5.18369  1.75234  0 
 5.19239  1.70275  0 
 5.20384  1.62003  0 
 5.19239  1.5448  0 
 5.18217  1.48772  0 
 5.1164  1.35541  0 
 5.06008  1.28235  0 
 5.00083  1.2231  0 
 4.92777  1.16679  0 
 4.79546  1.10102  0 
 4.73835  1.09079  0 
 4.66315  1.07934  0 


# Contour 1, label:       -1
 1.48772  3.98449 -1 
 1.36414  4.0016 -1 
 1.35541  4.00292 -1 
 1.2231  4.05792 -1 
 1.1101  4.13391 -1 
 1.09079  4.14948 -1 
 0.980454  4.26622 -1 
 0.958478  4.298 -1 
 0.898976  4.39853 -1 
 0.854034  4.53084 -1 
 0.843777  4.66315 -1 
 0.867169  4.79546 -1 
 0.921604  4.92777 -1 
 0.958478  4.98707 -1 
 1.00763  5.06008 -1 
 1.09079  5.15675 -1 
 1.12643  5.19239 -1 
 1.2231  5.27555 -1 
 1.2961  5.3247 -1 
 1.35541  5.36158 -1 
 1.48772  5.41601 -1 
 1.62003  5.43941 -1 
 1.75234  5.42915 -1 
